#framerate (fps):	2.00

#Frame	PersID	x/m	y/m	z/m	Individual density(m^(-2))	Individual velocity(m/s)	Voronoi Polygon
00048	 31	 30.2984	 9.2506	 1.2000	 0.7553	 0.9862	 (((299893.830008, 82995.434853), (299565.095076, 83234.274764), (297435.749095, 94404.412373), (304194.647421, 99697.136243), (307942.237031, 99405.257414), (308615.859847, 98992.309097), (305724.679021, 82995.434821), (299893.830008, 82995.434853)))
00048	 9	 30.4112	 10.6989	 1.2000	 0.7556	 0.9833	 (((301021.830077, 116499.565170), (307202.169957, 116499.565159), (308016.970200, 115907.578129), (307942.237031, 99405.257414), (304194.647421, 99697.136243), (298226.932731, 106059.571496), (300614.085536, 116203.321422), (301021.830077, 116499.565170)))
00048	 42	 31.1621	 9.0945	 1.2000	 0.6388	 0.9725	 (((314711.169889, 81434.434819), (308530.830008, 81434.434853), (305800.991993, 83417.778285), (308615.859847, 98992.309097), (309197.127438, 98984.321161), (318031.471157, 92032.553459), (318327.811832, 84062.078966), (314711.169889, 81434.434819)))
00048	 44	 31.1841	 10.6954	 1.2000	 0.6025	 0.9832	 (((314931.169957, 116464.565159), (319931.169948, 112831.852517), (321672.127834, 107473.735085), (309197.127438, 98984.321161), (308615.859847, 98992.309097), (307942.237031, 99405.257414), (308016.719302, 115931.202474), (308750.830077, 116464.565170), (314931.169957, 116464.565159)))
00048	 32	 31.7581	 9.8519	 1.2000	 0.7210	 1.0120	 (((321550.450138, 107390.730712), (325671.169948, 104396.852517), (326882.131080, 100669.897371), (318031.471157, 92032.553459), (309197.127438, 98984.321161), (321550.450138, 107390.730712)))
00048	 27	 32.4505	 9.1424	 1.2000	 0.4460	 1.0022	 (((318323.576346, 84159.362125), (318031.471157, 92032.553459), (327153.274036, 100934.565159), (327595.169957, 100934.565159), (332595.169948, 97301.852517), (334505.000000, 91423.999928), (332595.169906, 85546.147425), (327595.169889, 81913.434819), (321414.830008, 81913.434853), (318323.576346, 84159.362125)))
00049	 33	 19.5045	 11.9028	 1.2000	 0.5361	 0.5067	 (((186662.340169, 114050.338757), (185045.000000, 119028.000036), (186954.830073, 124905.852546), (191954.830077, 128538.565170), (198135.169957, 128538.565159), (199999.979478, 127183.701732), (200000.000000, 120000.000000), (203512.563932, 119999.986343), (200172.679693, 115735.385406), (186662.340169, 114050.338757)))
00049	 37	 19.5625	 8.8864	 1.2000	 0.5960	 0.6420	 (((187212.288768, 83979.044679), (185625.000000, 88864.000036), (187534.830073, 94741.852546), (192534.830077, 98374.565170), (197678.250645, 98374.565160), (200555.282760, 84153.727780), (187212.288768, 83979.044679)))
00049	 20	 19.5750	 7.9316	 1.2000	 0.5213	 0.4315	 (((185750.000000, 79316.000036), (187265.146800, 83979.736683), (200555.282760, 84153.727780), (205200.891540, 81005.982069), (205527.757286, 79999.992700), (200000.000000, 80000.000000), (199999.979417, 70648.085755), (198840.169889, 69805.434819), (192659.830008, 69805.434853), (187659.830031, 73438.147512), (185750.000000, 79316.000036)))
00049	 22	 19.6011	 11.1284	 1.2000	 0.6176	 0.6459	 (((198417.527014, 101773.438942), (192920.830008, 101773.434853), (187920.830031, 105406.147512), (186011.000000, 111284.000036), (186920.208150, 114082.254961), (200172.679693, 115735.385406), (200503.352026, 104897.662803), (198417.527014, 101773.438942)))
00049	 4	 20.3267	 9.0410	 1.2000	 0.6402	 0.6811	 (((206357.169889, 80899.434819), (205358.147464, 80899.434825), (200555.282760, 84153.727780), (197725.852245, 98139.825549), (199254.127498, 99250.182509), (208733.570678, 95649.522579), (210864.268604, 90816.575638), (207863.253054, 81993.668275), (206357.169889, 80899.434819)))
00049	 49	 20.4598	 11.1546	 1.2000	 0.7978	 0.6741	 (((200503.352026, 104897.662803), (200172.679693, 115735.385406), (203512.762753, 119999.995864), (209142.401515, 120000.004084), (211530.138574, 118265.211561), (209343.878194, 108631.247097), (200503.352026, 104897.662803)))
00049	 48	 20.8124	 10.3197	 1.2000	 0.7967	 0.8630	 (((198531.214083, 101943.723530), (200503.352026, 104897.662803), (209343.878194, 108631.247097), (214721.520640, 102588.439899), (208733.570678, 95649.522579), (199427.837287, 99184.201429), (198531.214083, 101943.723530)))
00049	 1	 21.4883	 10.9212	 1.2000	 1.0246	 0.8025	 (((211792.830077, 118722.565170), (214646.377180, 118722.565164), (219533.890210, 107982.712567), (214814.448262, 102598.443439), (214721.520640, 102588.439899), (209343.878194, 108631.247097), (211602.553833, 118584.321387), (211792.830077, 118722.565170)))
00049	 21	 21.6289	 9.6151	 1.2000	 1.0106	 0.8477	 (((210864.268604, 90816.575638), (208733.570678, 95649.522579), (214721.520640, 102588.439899), (214814.448262, 102598.443439), (221279.482188, 98155.593655), (219367.034947, 91104.987093), (210864.268604, 90816.575638)))
00049	 38	 21.6638	 8.5862	 1.2000	 0.6634	 0.8674	 (((210864.268604, 90816.575638), (219367.034947, 91104.987093), (223708.489662, 86821.296075), (223745.608442, 80000.006024), (208542.677702, 80000.004749), (207879.435312, 82041.254962), (210864.268604, 90816.575638)))
00049	 30	 22.1362	 10.3533	 1.2000	 1.4089	 0.9475	 (((225415.269176, 107781.387408), (224764.122497, 99317.622945), (221279.482188, 98155.593655), (214814.448262, 102598.443439), (219533.890210, 107982.712567), (225415.269176, 107781.387408)))
00049	 11	 22.1662	 11.2297	 1.2000	 0.9650	 0.8393	 (((226691.033365, 108753.040250), (225415.269176, 107781.387408), (219533.890210, 107982.712567), (214566.695124, 118897.664312), (216083.924767, 119999.996166), (224137.897177, 119999.993579), (226691.033365, 108753.040250)))
00049	 12	 22.4573	 9.3904	 1.2000	 1.0374	 0.8550	 (((231188.360153, 96340.589091), (231378.508395, 92807.088472), (223708.489662, 86821.296075), (219367.034947, 91104.987093), (221279.482188, 98155.593655), (224764.122497, 99317.622945), (231188.360153, 96340.589091)))
00049	 2	 22.8771	 10.2963	 1.2000	 1.2135	 0.9361	 (((231188.360153, 96340.589091), (224764.122497, 99317.622945), (225415.269176, 107781.387408), (226691.033365, 108753.040250), (230588.710370, 108429.572880), (234431.569729, 99942.166516), (231188.360153, 96340.589091)))
00049	 23	 22.9697	 11.4121	 1.2000	 1.0920	 0.9128	 (((234247.344346, 111288.860829), (230588.710370, 108429.572880), (226691.033365, 108753.040250), (224137.890712, 120000.011798), (233247.882085, 119999.991127), (234247.344346, 111288.860829)))
00049	 47	 23.0789	 8.5939	 1.2000	 0.9077	 0.9705	 (((231378.508395, 92807.088472), (235002.472447, 89788.300141), (233792.732327, 80000.008437), (223745.605612, 79999.989753), (223708.489662, 86821.296075), (231378.508395, 92807.088472)))
00049	 3	 23.5896	 10.6189	 1.2000	 1.3495	 0.9537	 (((241216.356386, 109609.524144), (241504.862752, 109188.094015), (237169.950046, 100446.922892), (234431.569729, 99942.166516), (230588.710370, 108429.572880), (234247.344346, 111288.860829), (241216.356386, 109609.524144)))
00049	 25	 23.8027	 9.4628	 1.2000	 0.9976	 0.9370	 (((243537.288355, 92273.139781), (241168.748696, 89868.598561), (235002.472447, 89788.300141), (231378.508395, 92807.088472), (231188.360153, 96340.589091), (234431.569729, 99942.166516), (237169.950046, 100446.922892), (242452.343946, 97585.626196), (243537.288355, 92273.139781)))
00049	 36	 23.8038	 11.5078	 1.2000	 1.2154	 0.9697	 (((241216.356386, 109609.524144), (234247.344346, 111288.860829), (233247.861557, 120000.001088), (243404.209440, 119999.983591), (241216.356386, 109609.524144)))
00049	 19	 23.8152	 8.5029	 1.2000	 1.2896	 0.9226	 (((235002.472447, 89788.300141), (241168.748696, 89868.598561), (243401.578408, 80000.008979), (233792.723618, 80000.020749), (235002.472447, 89788.300141)))
00049	 13	 24.2512	 10.2908	 1.2000	 1.4020	 0.9552	 (((245642.496804, 107672.602188), (247472.497016, 101700.910204), (242452.343946, 97585.626196), (237169.950046, 100446.922892), (241504.862752, 109188.094015), (245642.496804, 107672.602188)))
00049	 15	 24.5975	 8.6799	 1.2000	 0.9787	 0.9307	 (((243537.288355, 92273.139781), (248095.288361, 91478.826546), (253051.167990, 81791.780760), (253026.508402, 80166.515680), (252797.309184, 79999.992702), (243401.575114, 80000.000507), (241168.748696, 89868.598561), (243537.288355, 92273.139781)))
00049	 24	 24.6330	 11.3332	 1.2000	 0.8060	 0.9763	 (((245642.496804, 107672.602188), (241504.862752, 109188.094015), (241216.356386, 109609.524144), (243404.218447, 119999.995156), (253332.632100, 119999.995017), (254420.169948, 119209.852517), (255089.998543, 117148.332076), (252924.707983, 111915.612395), (245642.496804, 107672.602188)))
00049	 5	 24.7683	 9.6600	 1.2000	 1.3194	 0.9326	 (((253117.222983, 95934.771142), (248095.288361, 91478.826546), (243537.288355, 92273.139781), (242452.343946, 97585.626196), (247472.497016, 101700.910204), (252918.370148, 99724.941372), (253117.222983, 95934.771142)))
00049	 43	 25.0905	 10.5480	 1.2000	 1.2648	 0.9564	 (((252918.370148, 99724.941372), (247472.497016, 101700.910204), (245642.496804, 107672.602188), (252924.707983, 111915.612395), (256240.570796, 102740.292940), (252918.370148, 99724.941372)))
00049	 40	 25.3131	 9.0460	 1.2000	 1.3676	 0.9454	 (((253051.167990, 81791.780760), (248095.288361, 91478.826546), (253117.222983, 95934.771142), (258436.312708, 91713.611347), (253051.167990, 81791.780760)))
00049	 50	 25.8452	 9.7165	 1.2000	 1.2072	 0.9609	 (((260960.549019, 92148.668233), (258436.312708, 91713.611347), (253117.222983, 95934.771142), (252918.370148, 99724.941372), (256240.570796, 102740.292940), (259583.705928, 102698.100664), (264105.104838, 96447.331580), (260960.549019, 92148.668233)))
00049	 26	 25.8592	 10.8258	 1.2000	 1.0274	 0.9674	 (((255501.830077, 117768.565170), (256052.166357, 117768.565169), (264483.680500, 107900.727679), (259583.705928, 102698.100664), (256240.570796, 102740.292940), (252924.707983, 111915.612395), (255279.945000, 117607.356226), (255501.830077, 117768.565170)))
00049	 18	 26.0276	 8.6582	 1.2000	 0.8329	 0.9407	 (((258436.312708, 91713.611347), (260960.549019, 92148.668233), (268735.322908, 81840.283515), (268366.169906, 80704.147425), (267397.000844, 80000.004893), (253155.008187, 79999.998357), (253025.432013, 80094.140960), (253051.167990, 81791.780760), (258436.312708, 91713.611347)))
00049	 45	 26.5050	 11.3776	 1.2000	 0.7645	 0.9771	 (((273748.927786, 117780.288538), (265812.486628, 107916.920203), (264483.680500, 107900.727679), (256265.992694, 117518.440692), (256959.830073, 119653.852546), (257436.254628, 119999.995245), (272663.745394, 119999.995218), (273140.169948, 119653.852517), (273748.927786, 117780.288538)))
00049	 14	 26.5193	 10.2041	 1.2000	 1.1935	 0.9836	 (((271812.640631, 101264.172462), (267930.885893, 96912.225822), (264105.104838, 96447.331580), (259583.705928, 102698.100664), (264483.680500, 107900.727679), (265812.486628, 107916.920203), (271729.567682, 101887.706525), (271812.640631, 101264.172462)))
00049	 29	 26.6501	 9.1277	 1.2000	 1.0014	 0.9514	 (((269591.169889, 81766.434819), (268791.003828, 81766.434824), (260960.549019, 92148.668233), (264105.104838, 96447.331580), (267930.885893, 96912.225822), (272639.097077, 87712.443065), (271444.691514, 83113.097089), (269591.169889, 81766.434819)))
00049	 46	 27.1699	 10.8426	 1.2000	 1.0687	 0.9821	 (((274789.169957, 117936.565159), (274827.246583, 117908.900870), (277118.773230, 109142.804996), (271729.567682, 101887.706525), (265812.486628, 107916.920203), (273874.616211, 117936.565160), (274789.169957, 117936.565159)))
00049	 28	 27.3338	 9.4776	 1.2000	 1.1484	 0.9592	 (((279291.042823, 93848.421854), (272639.097077, 87712.443065), (267930.885893, 96912.225822), (271812.640631, 101264.172462), (278251.786535, 97919.348038), (279291.042823, 93848.421854)))
00049	 17	 27.7998	 10.3747	 1.2000	 1.2753	 0.9576	 (((284796.307403, 104297.918931), (278251.786535, 97919.348038), (271812.640631, 101264.172462), (271729.567682, 101887.706525), (277118.773230, 109142.804996), (284481.015081, 104979.166131), (284796.307403, 104297.918931)))
00049	 7	 27.9736	 8.7840	 1.2000	 0.6559	 0.9783	 (((279291.042823, 93848.421854), (284067.758373, 91708.378251), (285685.821730, 80407.093470), (282826.169889, 78329.434819), (279999.998194, 78329.434835), (280000.000000, 80000.000000), (274346.486749, 80000.005533), (271645.830031, 81962.147512), (271367.912897, 82817.488511), (272639.097077, 87712.443065), (279291.042823, 93848.421854)))
00049	 34	 28.2196	 11.1170	 1.2000	 0.7177	 0.9695	 (((284481.015081, 104979.166131), (277118.773230, 109142.804996), (274901.263966, 117625.769095), (278169.107986, 119999.996737), (280000.000000, 120000.000000), (280000.000000, 120680.571429), (285286.169957, 120680.565159), (288222.317462, 118547.329123), (284481.015081, 104979.166131)))
00049	 8	 28.4071	 9.7516	 1.2000	 1.1428	 0.9558	 (((289176.069461, 94931.442682), (284067.758373, 91708.378251), (279291.042823, 93848.421854), (278251.786535, 97919.348038), (284796.307403, 104297.918931), (287280.556092, 103111.223636), (289176.069461, 94931.442682)))
00049	 35	 28.9311	 8.9211	 1.2000	 0.7763	 1.0045	 (((295110.868574, 81669.146127), (292401.169889, 79700.434819), (286220.830008, 79700.434853), (285736.786247, 80052.113234), (284067.758373, 91708.378251), (289176.069461, 94931.442682), (292923.186443, 93724.657560), (295110.868574, 81669.146127)))
00049	 39	 28.9616	 10.9124	 1.2000	 0.9203	 0.9927	 (((292706.169957, 118634.565159), (293115.735153, 118336.998625), (294260.016288, 105292.214315), (287280.556092, 103111.223636), (284796.307403, 104297.918931), (284481.015081, 104979.166131), (288246.372357, 118634.565167), (292706.169957, 118634.565159)))
00049	 41	 29.2624	 9.9498	 1.2000	 1.1491	 0.9837	 (((297546.890500, 96514.239377), (292923.186443, 93724.657560), (289176.069461, 94931.442682), (287280.556092, 103111.223636), (294260.016288, 105292.214315), (296839.136001, 103914.662132), (297546.890500, 96514.239377)))
00049	 10	 29.7891	 9.0768	 1.2000	 0.7658	 1.0009	 (((304395.757327, 83738.277777), (300981.169889, 81257.434819), (295185.591100, 81257.434851), (292923.186443, 93724.657560), (297546.890500, 96514.239377), (302372.883037, 94543.462531), (304395.757327, 83738.277777)))
00049	 16	 29.8166	 10.9874	 1.2000	 0.6790	 0.9703	 (((295075.830077, 119384.565170), (301256.169957, 119384.565159), (305584.939898, 116239.529695), (302924.607506, 106252.862145), (296839.136001, 103914.662132), (294260.016288, 105292.214315), (293146.523808, 117982.842124), (295075.830077, 119384.565170)))
00049	 6	 30.1815	 10.0377	 1.2000	 1.1155	 0.9744	 (((309026.292213, 99794.251821), (302372.883037, 94543.462531), (297546.890500, 96514.239377), (296839.136001, 103914.662132), (302924.607506, 106252.862145), (309026.292213, 99794.251821)))
00049	 31	 30.7917	 9.2645	 1.2000	 0.7572	 0.9849	 (((304826.830008, 83134.434853), (304458.736134, 83401.870709), (302372.883037, 94543.462531), (309026.292213, 99794.251821), (312783.692999, 99549.453842), (313543.632896, 99079.769135), (310593.959286, 83134.434822), (304826.830008, 83134.434853)))
00049	 9	 30.8854	 10.7027	 1.2000	 0.7570	 0.9805	 (((305763.830077, 116537.565170), (311944.169957, 116537.565159), (312859.859858, 115872.277502), (312783.692999, 99549.453842), (309026.292213, 99794.251821), (302924.607506, 106252.862145), (305640.270495, 116447.793879), (305763.830077, 116537.565170)))
00049	 42	 31.6496	 9.1058	 1.2000	 0.6347	 0.9771	 (((319586.169889, 81547.434819), (313405.830008, 81547.434853), (310668.310132, 83536.359484), (313543.632896, 99079.769135), (314438.350814, 99063.651633), (322904.173012, 92155.005684), (323269.067075, 84223.216217), (319586.169889, 81547.434819)))
00049	 44	 31.6783	 10.6990	 1.2000	 0.5973	 0.9854	 (((319873.169957, 116500.565159), (324873.169948, 112867.852517), (326564.899975, 107661.242857), (314438.350814, 99063.651633), (313543.632896, 99079.769135), (312783.692999, 99549.453842), (312859.741320, 115895.290761), (313692.830077, 116500.565170), (319873.169957, 116500.565159)))
00049	 32	 32.2694	 9.8653	 1.2000	 0.7216	 1.0104	 (((326519.522755, 107629.300077), (330784.169948, 104530.852517), (331985.318177, 100834.098381), (322904.173012, 92155.005684), (314438.350814, 99063.651633), (326519.522755, 107629.300077)))
00049	 27	 32.9386	 9.1651	 1.2000	 0.4499	 1.0026	 (((323263.190793, 84343.776237), (322904.173012, 92155.005684), (332328.429378, 101161.565159), (332476.169957, 101161.565159), (337476.169948, 97528.852517), (339386.000000, 91650.999928), (337476.169906, 85773.147425), (332476.169889, 82140.434819), (326295.830008, 82140.434853), (323263.190793, 84343.776237)))
00050	 33	 19.6012	 11.6307	 1.2000	 0.4939	 0.5416	 (((187921.830031, 110429.147512), (186012.000000, 116307.000036), (187921.830073, 122184.852546), (192921.830077, 125817.565170), (199102.169957, 125817.565159), (199999.979480, 125165.268357), (200000.000000, 120000.000000), (204812.074141, 119999.992068), (205060.019189, 119236.895675), (203079.299305, 114886.758562), (189648.139004, 109174.910614), (187921.830031, 110429.147512)))
00050	 20	 19.7314	 8.2147	 1.2000	 0.5132	 0.5077	 (((187314.000000, 82147.000036), (189223.830073, 88024.852546), (189596.335742, 88295.493755), (203014.466345, 85861.708715), (207178.802262, 81730.904086), (206616.397740, 80000.000986), (200000.000000, 80000.000000), (199999.982099, 72636.434821), (194223.830008, 72636.434853), (189223.830031, 76269.147512), (187314.000000, 82147.000036)))
